poi_id,business_name,address,city,state,zip,lat,lon,record_type,operating_status,poi_confidence,geocode_precision,competition_3mi,nearest_competitor_mi,median_household_income_est,renter_pct_est,multifamily_pct_est,no_vehicle_pct_est,population_density_est,hispanic_pct_est,black_pct_est,immigrant_language_proxy_pct_est,income_fit_score,renter_score,multifamily_score,no_vehicle_score,density_score,ethnicity_language_proxy_score,demand_score_0_100,opportunity_score_0_100,map_color,demand_zone,data_quality_flag,source,source_url,notes,google_maps_url
DS069,Fort Worth Spin Wash - directory seed #11,8382 Denton Hwy (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.749257,-97.315046,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,35,0.53,52544,58.2,41.5,8.8,3722,35.1,19.0,23.3,100,84.9,43.0,52.3,40.4,54.8,58.9,40.0,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.749257,-97.315046"
DS070,Fort Worth Quick Wash - directory seed #12,8425 Industrial Blvd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.722434,-97.361994,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,31,0.13,44893,51.8,49.7,10.6,3315,30.8,20.0,29.6,100,70.7,59.4,66.2,33.0,53.3,58.8,37.3,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.722434,-97.361994"
DS071,Fort Worth Spin Wash - directory seed #13,8672 Garland Rd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.756353,-97.366128,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,40,0.23,57865,43.0,40.5,6.2,2865,30.4,36.0,24.9,100,51.1,41.0,32.3,24.8,57.6,45.8,29.9,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.756353,-97.366128"
DS072,Fort Worth Speed Wash - directory seed #14,7432 Lancaster Ave (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.798703,-97.372438,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,32,0.2,52524,41.5,45.2,11.5,3054,39.8,26.6,26.6,100,47.8,50.4,73.1,28.3,64.3,51.8,33.4,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.798703,-97.372438"
DS073,Fort Worth Laundry Center - directory seed #15,1288 Legacy Dr (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.713878,-97.338903,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,32,0.57,40623,59.1,49.9,12.5,2940,34.5,21.0,28.0,100,86.9,59.8,80.8,26.2,56.9,63.5,43.2,yellow,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.713878,-97.338903"
DS074,Fort Worth Washateria - directory seed #16,5060 Camp Bowie Blvd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.747617,-97.371023,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,34,0.48,58324,41.9,29.8,5.2,3375,24.6,11.7,22.5,100,48.7,19.6,24.6,34.1,40.3,40.7,28.4,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.747617,-97.371023"
DS075,Fort Worth Laundromat - directory seed #17,6099 Lancaster Ave (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.799173,-97.379177,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,29,0.23,56282,54.2,47.4,6.0,3734,44.5,24.4,30.0,100,76.0,54.8,30.8,40.6,69.7,57.6,37.3,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.799173,-97.379177"
DS076,Fort Worth Washateria - directory seed #18,3697 Eldorado Pkwy (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.797612,-97.265344,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,29,0.44,45914,59.8,52.6,10.5,2714,45.6,35.4,37.8,100,88.4,65.2,65.4,22.1,78.8,63.9,42.5,yellow,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.797612,-97.265344"
DS077,Fort Worth Family Laundry - directory seed #19,3765 Davis St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.744308,-97.332583,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.27,53226,49.7,44.4,7.0,3212,37.0,22.7,28.2,100,66.0,48.8,38.5,31.1,60.4,52.8,34.5,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.744308,-97.332583"
DS078,Fort Worth Laundry Center - directory seed #20,5656 Division St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.747967,-97.328615,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,37,0.17,43647,52.8,45.1,12.0,3337,36.6,20.9,26.0,100,72.9,50.2,76.9,33.4,58.3,58.9,37.6,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.747967,-97.328615"
DS079,Fort Worth Wash House - directory seed #21,6095 Main St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.739728,-97.387893,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,24,0.57,51521,53.4,38.7,11.6,2743,43.8,20.8,35.1,100,74.2,37.4,73.8,22.6,69.6,55.3,38.1,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.739728,-97.387893"
DS080,Fort Worth Wash House - directory seed #22,396 Cooper St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.761446,-97.339136,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,38,0.7,51771,44.7,44.5,6.3,3504,23.8,25.4,16.0,100,54.9,49.0,33.1,36.4,42.5,49.4,35.3,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.761446,-97.339136"
DS081,Fort Worth Laundry Center - directory seed #23,1153 Buckner Blvd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.757418,-97.359436,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.17,61415,46.7,42.2,8.7,2969,31.5,31.4,20.6,100,59.3,44.4,51.5,26.7,55.1,50.6,32.5,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.757418,-97.359436"
DS082,Fort Worth Coin Laundry - directory seed #24,4451 Garland Rd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.807387,-97.386131,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,30,0.7,57271,51.5,41.1,11.3,3616,36.3,14.9,29.8,100,70.0,42.2,71.5,38.5,57.0,56.7,39.8,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.807387,-97.386131"
DS083,Fort Worth Clean Wash - directory seed #25,2222 Division St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.800149,-97.375383,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,29,0.2,55251,45.2,33.0,10.2,2812,38.0,33.0,33.4,100,56.0,26.0,63.1,23.9,68.0,47.5,30.8,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.800149,-97.375383"
DS084,Fort Worth Spin Wash - directory seed #26,2547 Industrial Blvd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.790588,-97.364595,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,36,0.39,57583,48.0,43.5,9.9,2980,34.3,16.1,25.5,100,62.2,47.0,60.8,26.9,53.6,52.7,35.3,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.790588,-97.364595"
DS085,Fort Worth Coin Laundry - directory seed #27,1565 Garland Rd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.763265,-97.302742,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,35,0.68,59640,52.8,37.5,8.6,2664,30.8,36.0,25.0,100,72.9,35.0,50.8,21.2,58.1,51.4,36.4,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.763265,-97.302742"
DS086,Fort Worth Coin Laundry - directory seed #28,1286 Garland Rd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.788455,-97.375132,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,34,0.3,63018,45.9,31.0,10.4,3837,27.1,19.1,23.0,100,57.6,22.0,64.6,42.5,46.3,48.9,32.4,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.788455,-97.375132"
DS087,Fort Worth Laundry Center - directory seed #29,1472 Denton Hwy (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.770288,-97.288572,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,37,0.29,44334,54.0,46.0,10.6,3633,43.9,40.3,35.0,100,75.6,52.0,66.2,38.8,77.9,60.6,39.5,yellow,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.770288,-97.288572"
DS088,Fort Worth Wash House - directory seed #30,7534 Main St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.707828,-97.280012,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,32,0.49,48162,53.9,46.9,12.1,3458,38.4,22.7,34.8,100,75.3,53.8,77.7,35.6,64.6,60.9,41.0,yellow,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.707828,-97.280012"
DS089,Fort Worth Wash & Dry - directory seed #31,4488 Denton Hwy (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.809874,-97.342314,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,29,0.19,51716,48.0,48.1,9.6,3768,32.1,37.5,25.6,100,62.2,56.2,58.5,41.2,60.4,56.8,36.5,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.809874,-97.342314"
